:ID,:LABEL,Name,CAS_RN,SMILES,StdInChIKey,PubChem_CID,DTXSID,Molecular_Formula,logKow,logKow_predicted,n_F_atoms,MW,functional_group,chain_length,Ether_Linkage,HeavyAtomCount,HBD,HBA,RotatableBonds,TPSA,Fsp3,logP_rdkit,MolMR,QED,NumCl,NumBr,NumN,NumO,NumS,BertzCT,Kappa1,Kappa2,Kappa3,ExposureScore_Water_KEMI,HazScore_EcoChronic_KEMI,ValidationLevel_KEMI,pKa,node_type,CMC (mg/L)
PFAS_097,PFAS,Perfluorooctanesulfonyl fluoride,307-35-7,O=[S](C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)F,BHFJBHMTEDLICO-UHFFFAOYSA-N,9388.0,DTXSID5027140,C8F18O2S1,7.84,7.84,18.0,501.9332,Sulfonyl fluoride,2.0,no,29.0,0.0,2.0,7.0,34.14,1.0,5.2526,50.7118,0.3523,0.0,0.0,0.0,2.0,1.0,729.4503,27.69,6.3448,3.2559,0.33,0.21,2.0,,compound,
PFAS_098,PFAS,Perfluorobutanesulfonic acid (PFBS),375-73-5,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,JGTNAGYHADQMCM-UHFFFAOYSA-N,67815.0,DTXSID5030030,C4H1F9O3S1,1.82,1.82,9.0,299.9503,Sulfonic acid/Sulfonate,3.0,yes,17.0,1.0,2.0,3.0,54.37,1.0,2.2999,32.4446,0.6425,0.0,0.0,0.0,3.0,1.0,392.9543,16.28,3.6344,2.165,0.29,0.02,3.0,,compound,
PFAS_099,PFAS,Perfluoroisobutyl methyl ether,163702-08-7,C(C(C(F)(F)F)(C(F)(F)F)F)OC(F)F,JZYGTCBELUZFGX-UHFFFAOYSA-N,205998.0,DTXSID5042326,C5H3F9O1,2.56,2.56,9.0,250.004,Ether,4.0,yes,15.0,0.0,1.0,3.0,9.23,1.0,3.0585,27.905,0.6992,0.0,0.0,0.0,1.0,0.0,189.5287,14.33,4.0642,3.1438,0.61,0.01,5.0,,compound,
PFAS_100,PFAS,2-(Perfluorohexyl)ethanol (6:2 FTOH),647-42-7,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,GRJRKPMIRMSBNK-UHFFFAOYSA-N,69537.0,DTXSID5044572,C8H5F13O1,4.41,4.41,13.0,364.0133,Alcohol/Fluorotelomer,2.0,no,22.0,1.0,1.0,6.0,20.23,1.0,4.1076,42.4928,0.7039,0.0,0.0,0.0,1.0,0.0,395.3345,21.05,5.3006,2.6882,0.44,0.12,3.0,,compound,
PFAS_101,PFAS,Perfluorodecanesulphonyl fluoride,307-51-7,O=[S](C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)F,QMNUYVWNQITPHA-UHFFFAOYSA-N,67544.0,DTXSID5059795,C10F22O2S1,9.17,9.17,22.0,601.9268,Sulfonyl fluoride,2.0,no,35.0,0.0,2.0,9.0,34.14,1.0,6.5232,60.6058,0.2227,0.0,0.0,0.0,2.0,1.0,909.0112,33.41,7.7074,3.8345,0.2,0.08,2.0,,compound,
PFAS_102,PFAS,Perfluoro-1-iodotetradecane,307-63-1,FC(I)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MHIPPKXKESHCIO-UHFFFAOYSA-N,67547.0,DTXSID5059797,C14F29I1,11.0,11.0,29.0,845.8582,Iodinated,14.0,no,44.0,0.0,0.0,12.0,0.0,1.0,10.2001,84.386,0.1043,0.0,0.0,0.0,0.0,0.0,968.9204,42.7,10.0998,4.7919,0.24,0.01,3.0,,compound,
PFAS_103,PFAS,"1H,1H-Perfluorooctyl acrylate",307-98-2,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(C=C)=O,YSQGYEYXKXGAQA-UHFFFAOYSA-N,67551.0,DTXSID5059799,C11H5F15O2,5.95,5.95,15.0,454.005,Ester,2.0,yes,28.0,0.0,2.0,8.0,26.3,0.7273,5.0897,56.893,0.2904,0.0,0.0,0.0,2.0,0.0,603.5986,26.16,6.8924,3.5806,0.24,0.01,3.0,,compound,
PFAS_104,PFAS,Perfluoromethylcyclohexane,355-02-2,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,QIROQPWSJUXOJC-UHFFFAOYSA-N,9637.0,DTXSID5059874,C7F14,4.69,4.69,14.0,349.9776,Cyclic,5.0,no,21.0,0.0,0.0,0.0,0.0,1.0,4.4471,34.629,0.5667,0.0,0.0,0.0,0.0,0.0,410.7291,18.07,3.6705,1.4324,0.29,0.08,2.0,,compound,
PFAS_105,PFAS,Perfluorobutane,355-25-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KAVGMUDTWQVPDF-UHFFFAOYSA-N,9638.0,DTXSID5059876,C4F10,3.49,3.49,10.0,237.984,Perfluoroalkane,5.0,no,14.0,0.0,0.0,1.0,0.0,1.0,3.3816,22.004,0.614,0.0,0.0,0.0,0.0,0.0,181.1423,13.3,2.893,1.7332,0.39,0.01,4.0,,compound,
PFAS_106,PFAS,Perfluorohexadecyl iodide,355-50-0,FC(I)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,LEILRZKFWLKYCT-UHFFFAOYSA-N,67736.0,DTXSID5059878,C16F33I1,12.34,12.34,33.0,945.8518,Iodinated,16.0,no,50.0,0.0,0.0,14.0,0.0,1.0,11.4707,94.28,0.0925,0.0,0.0,0.0,0.0,0.0,1145.0211,48.42,11.4616,5.3797,0.2,0.08,3.0,,compound,
PFAS_107,PFAS,1-Iodoperfluoropentane,638-79-9,FC(I)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KCEJJSGJNCSQFI-UHFFFAOYSA-N,69494.0,DTXSID5060936,C5F11I1,4.98,4.98,11.0,395.8869,Iodinated,5.0,no,17.0,0.0,0.0,3.0,0.0,1.0,4.4824,39.863,0.3752,0.0,0.0,0.0,0.0,0.0,255.2174,16.96,3.9794,2.4053,0.24,0.01,3.0,,compound,
PFAS_108,PFAS,2-(N-Ethylperfluorooctanesulfonamido)acetic acid (EtFOSAA),2991-50-6,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CC(O)=O)CC,CKRXVVGETMYFIO-UHFFFAOYSA-N,18134.0,DTXSID5062760,C12H8F17N1O4S1,6.22,6.22,17.0,584.9903,Sulfonamide,8.0,yes,35.0,1.0,3.0,11.0,74.68,0.9167,4.6896,74.4866,0.3576,0.0,0.0,1.0,4.0,1.0,910.5078,33.19,8.6438,4.3432,0.02,0.06,4.0,,compound,
PFAS_109,PFAS,Ethyl perfluorooctanoate,3108-24-5,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JTOFFHFAQBLPTM-UHFFFAOYSA-N,76555.0,DTXSID5062849,C10H5F15O2,5.59,5.59,15.0,442.005,Ester,8.0,yes,27.0,0.0,2.0,7.0,26.3,0.9,4.9236,52.37,0.4135,0.0,0.0,0.0,2.0,0.0,561.4352,25.42,6.4927,3.2538,0.2,0.01,2.0,,compound,
PFAS_110,PFAS,2-(Perfluorooctyl)ethyl acrylate (8:2 Fluorotelomer acrylate),27905-45-9,C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)COC(C=C)=O,QUKRIOLKOHUUBM-UHFFFAOYSA-N,119747.0,DTXSID5067348,C13H7F17O2,7.11,7.11,17.0,518.0175,Ester,2.0,yes,32.0,0.0,2.0,10.0,26.3,0.7692,6.1151,66.457,0.1982,0.0,0.0,0.0,2.0,0.0,705.7245,30.02,8.105,4.1725,0.41,0.01,3.0,,compound,
PFAS_111,PFAS,Tetraethylammonium perfluorooctanesulfonate,56773-42-3,CC[N](CC)(CC)(CC)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JHDXAQHGAJXNBY-UHFFFAOYSA-M,92531.0,DTXSID5069128,C16H20F17N1O3S1,7.36,7.36,,,,9.0,yes,,,,,,,,,,,,,,,,,,,0.4,0.25,5.0,,compound,
PFAS_112,PFAS,Perfluoroisobutyl ethyl ether,163702-06-5,CCOC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,SQEGLLMNIBLLNQ-UHFFFAOYSA-N,205999.0,DTXSID5073119,C6H5F9O1,3.72,3.72,9.0,264.0197,Ether,5.0,yes,16.0,0.0,1.0,3.0,9.23,1.0,3.4486,32.522,0.7092,0.0,0.0,0.0,1.0,0.0,225.3642,15.33,3.9686,2.203,0.42,0.03,4.0,,compound,
PFAS_113,PFAS,"1H,1H,5H-Perfluoropentyl acrylate",376-84-1,FC(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,WISUNKZXQSKYMR-UHFFFAOYSA-N,67829.0,DTXSID5075236,C8H6F8O2,3.33,3.33,8.0,286.024,Ester,3.0,yes,18.0,0.0,2.0,6.0,26.3,0.625,2.8866,42.001,0.4262,0.0,0.0,0.0,2.0,0.0,325.0587,16.65,5.1052,2.9056,0.2,0.07,2.0,,compound,
PFAS_114,PFAS,"3-(Perfluorohexanesulfonamido)-N,N,N-trimethylpropan-1-aminium (qaPFSMa n=6)",70248-51-0,C(N[S](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[I-],OWBYGXNKMFLAMD-UHFFFAOYSA-N,104103.0,DTXSID50866239,C12H16F13N2O2S1,4.15,4.15,13.0,625.977,Sulfonamide,2.0,no,31.0,1.0,2.0,10.0,46.17,1.0,0.7024,75.2289,0.1683,0.0,0.0,2.0,2.0,1.0,716.9852,32.8667,9.1466,5.7924,0.25,0.13,5.0,,compound,
PFAS_115,PFAS,"3-(Perfluoroheptanesulfonamido)-N,N,N-trimethylpropan-1-aminium",70225-19-3,C(N[S](C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[I-],QHNLSCKDDZDPTI-UHFFFAOYSA-N,105451.0,DTXSID50867281,C13H16F15N2O2S1,4.82,4.82,15.0,675.9738,Sulfonamide,2.0,no,34.0,1.0,2.0,11.0,46.17,1.0,1.3377,80.1759,0.1557,0.0,0.0,2.0,2.0,1.0,806.1011,35.7105,9.7827,5.7518,0.25,0.08,5.0,,compound,
PFAS_116,PFAS,Perfluoropentanesulfonyl fluoride,375-81-5,O=[S](F)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,USAIUDWRPJQRTG-UHFFFAOYSA-N,67816.0,DTXSID50880137,C5F12O2S1,5.83,5.83,12.0,351.9427,Sulfonyl fluoride,6.0,no,20.0,0.0,2.0,4.0,34.14,1.0,3.3467,35.8708,0.5746,0.0,0.0,0.0,2.0,1.0,472.5664,19.11,4.3009,2.2823,0.2,0.08,2.0,,compound,
PFAS_117,PFAS,"1H,1H,2H-Perfluorocyclopentane",15290-77-4,FC1CC(F)(F)C(F)(F)C1(F)F,IDBYQQQHBYGLEQ-UHFFFAOYSA-N,3853245.0,DTXSID50880218,C5H3F7,3.45,3.45,7.0,196.0123,Cyclic,2.0,no,12.0,0.0,0.0,0.0,0.0,1.0,2.6341,24.354,0.5222,0.0,0.0,0.0,0.0,0.0,195.9734,9.5969,2.0544,0.8473,0.19,0.05,2.0,,compound,
PFAS_118,PFAS,"3-(Perfluorooctyl)-1,2-propenoxide",38565-53-6,C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C1CO1,HMXSIEIEXLGIET-UHFFFAOYSA-N,571982.0,DTXSID50880415,C11H5F17O1,6.26,6.26,17.0,476.0069,Ether,2.0,yes,29.0,0.0,1.0,8.0,12.53,1.0,5.7847,55.041,0.3197,0.0,0.0,0.0,1.0,0.0,613.3589,25.806,6.3841,3.3741,0.2,0.01,2.0,,compound,
PFAS_119,PFAS,"Poly(oxy-1,2-ethanediyl), .alpha.-[2-[[(perfluorooctyl)sulfonyl]propylamino]ethyl]-.omega.-hydroxy-",52550-45-5,CCCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTIJQLFRKLLKHX-UHFFFAOYSA-N,171169.0,DTXSID50880455,C15H16F17N1O4S1,6.21,6.21,17.0,629.0529,Sulfonamide,9.0,yes,38.0,1.0,4.0,15.0,66.84,1.0,5.004,89.3726,0.2047,0.0,0.0,1.0,4.0,1.0,903.5356,36.64,10.8991,5.3449,0.2,,5.0,,compound,
PFAS_120,PFAS,3-(Perfluoro(13-methyltetradecyl))-2-hydroxypropyl dihydrogen phosphate,63295-29-4,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(CO[P](=O)(O)O)O,PPWMMKOULSCBKB-UHFFFAOYSA-N,6454572.0,DTXSID50880531,C18H8F31O5P1,9.49,9.49,31.0,923.9614,Phosphonate/Phosphate,4.0,yes,55.0,3.0,3.0,17.0,86.99,1.0,9.3032,103.9329,0.1001,0.0,0.0,0.0,5.0,0.0,1409.026,52.9,13.4732,7.1014,0.2,0.08,3.0,,compound,
PFAS_121,PFAS,(2H-Perfluoroethoxy)methyloxirane,85567-21-1,FC(F)C(F)(F)OCC1CO1,HFNPKDDYCOMYLN-UHFFFAOYSA-N,2776649.0,DTXSID50881008,C5H6F4O2,0.93,0.93,4.0,174.0304,Ether,1.0,yes,11.0,0.0,2.0,4.0,21.76,1.0,1.2597,26.643,0.4723,0.0,0.0,0.0,2.0,0.0,134.4441,8.734,2.9419,2.6253,0.2,0.02,2.0,,compound,
PFAS_122,PFAS,"Ammonium perfluoro-3,6-dioxaoctanoate",908020-52-0,FC(C(=O)[O-])(OC(C(OC(C(F)(F)F)(F)F)(F)F)(F)F)F.[NH4+],UEVSRUAUNBKSPD-UHFFFAOYSA-N,,DTXSID50893409,C6H4F11NO4,,,11.0,362.9965,Carboxylic acid,2.0,yes,22.0,1.0,4.0,6.0,95.09,0.8333,2.0792,39.0048,0.7313,0.0,0.0,1.0,4.0,0.0,405.8767,22.8549,5.9944,4.8021,0.2,0.08,,,compound,
PFAS_123,PFAS,Ethyl perfluorononan-1-oate,30377-52-7,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DRLDSHOYANTUND-UHFFFAOYSA-N,121681.0,DTXSID60184456,C11H5F17O2,6.26,6.26,17.0,492.0018,Ester,9.0,yes,30.0,0.0,2.0,8.0,26.3,0.9091,5.5589,57.317,0.328,0.0,0.0,0.0,2.0,0.0,646.5801,28.28,7.1647,3.4003,0.2,0.01,2.0,,compound,
PFAS_124,PFAS,N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide,1691-99-2,C(N([S](C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC)CO,HUFHNYZNTFSKCT-UHFFFAOYSA-N,74322.0,DTXSID6027426,C12H10F17N1O3S1,6.0,6.0,17.0,571.011,Sulfonamide,2.0,no,34.0,1.0,3.0,11.0,57.61,1.0,4.5973,73.9366,0.3695,0.0,0.0,1.0,3.0,1.0,835.179,32.68,8.66,4.0509,0.37,0.08,3.0,,compound,
PFAS_125,PFAS,Perfluoromethyloxirane,428-59-1,FC(F)(F)C1(F)OC1(F)F,PGFXOWRDDHCDTE-UHFFFAOYSA-N,9883.0,DTXSID6029177,C3F6O1,1.72,1.72,6.0,165.9853,Ether,1.0,yes,10.0,0.0,1.0,0.0,12.53,1.0,1.8375,15.926,0.3947,0.0,0.0,0.0,1.0,0.0,160.8661,7.6448,1.4125,0.6951,0.19,0.05,2.0,,compound,
PFAS_126,PFAS,"1H,1H,2H-Perfluoro-1-hexene",19430-93-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,GVEUEBXMTMZVSD-UHFFFAOYSA-N,88054.0,DTXSID6047575,C6H3F9,4.4,4.4,9.0,246.0091,Alkene/Vinyl,4.0,no,15.0,0.0,0.0,3.0,0.0,0.6667,3.6406,31.093,0.5264,0.0,0.0,0.0,0.0,0.0,247.8184,14.11,3.3075,1.9096,0.19,,2.0,,compound,
PFAS_127,PFAS,"Piperidine, 2,2,3,3,4,4,5,5,6,6-decafluoro-1-(pentafluoroethyl)-",564-11-4,FC1(F)C(F)(F)C(F)(F)C(F)(F)C(N1C(F)(F)C(F)(F)F)(F)F,USAAEUHMVCSUQS-UHFFFAOYSA-N,68425.0,DTXSID6060341,C7F15N1,3.56,3.56,15.0,382.9791,Cyclic,6.0,no,23.0,0.0,1.0,1.0,3.24,1.0,4.5486,37.576,0.4747,0.0,0.0,1.0,0.0,0.0,456.5441,19.9556,4.299,1.9508,0.2,0.13,5.0,,compound,
PFAS_128,PFAS,Perfluoropentanoic acid (PFPeA),2706-90-3,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CXZGQIAOTKWCDB-UHFFFAOYSA-N,75921.0,DTXSID6062599,C5H1F9O2,2.81,2.81,9.0,263.9833,Carboxylic acid,5.0,yes,16.0,1.0,1.0,3.0,37.3,0.8,2.5392,28.5318,0.7951,0.0,0.0,0.0,2.0,0.0,290.7647,14.84,3.4173,1.7755,0.21,0.02,2.0,,compound,
PFAS_129,PFAS,2-(Perfluorohexadecyl)ethanol,65104-67-8,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,UYSGWTCETIRUHO-UHFFFAOYSA-N,103202.0,DTXSID6070221,C18H5F33O1,11.1,11.1,33.0,863.9813,Alcohol/Fluorotelomer,2.0,no,52.0,1.0,1.0,16.0,20.23,1.0,10.4606,91.9628,0.1534,0.0,0.0,0.0,1.0,0.0,1281.8726,49.65,12.0737,5.5532,0.3,0.01,3.0,,compound,
PFAS_130,PFAS,N-(2-Hydroxyethyl)-N-methyl-perfluoroheptanesulfonamide,68555-76-0,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CO,UIZUTEDYGNRNSW-UHFFFAOYSA-N,110557.0,DTXSID6071665,C10H8F15N1O3S1,4.84,4.84,15.0,506.9985,Sulfonamide,8.0,no,30.0,1.0,3.0,9.0,57.61,1.0,3.5719,64.3726,0.4862,0.0,0.0,1.0,3.0,1.0,729.4398,28.82,7.4521,3.565,0.3,0.08,3.0,,compound,
PFAS_131,PFAS,Perfluoropentane sulfonamido amine,68555-78-2,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCN(C)C,VGJZPFMDBNZBTG-UHFFFAOYSA-N,110559.0,DTXSID6071667,C10H13F11N2O2S1,4.45,4.45,11.0,434.0522,Sulfonamide,6.0,no,26.0,1.0,3.0,9.0,49.41,1.0,2.9185,65.9365,0.4488,0.0,0.0,2.0,2.0,1.0,586.2744,25.1,7.2557,4.1564,0.2,0.13,3.0,,compound,
PFAS_132,PFAS,Perfluoro(2-methyl-3-oxahexanoyl) fluoride,2062-98-8,FC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,BCLQALQSEBVVAD-UHFFFAOYSA-N,102740.0,DTXSID60862823,C6F12O2,2.49,2.49,12.0,331.9707,Acyl fluoride,6.0,yes,20.0,0.0,2.0,4.0,26.3,0.8333,3.5176,33.043,0.5817,0.0,0.0,0.0,2.0,0.0,380.3892,18.79,4.6644,2.9313,0.24,0.02,2.0,,compound,
PFAS_133,PFAS,Perfluoro-2-butyltetrahydrofuran,335-36-4,O1C(C(C(C(F)(F)C(F)(F)F)(F)F)(F)F)(C(C(C1(F)F)(F)F)(F)F)F,FYJQJMIEZVMYSD-UHFFFAOYSA-N,78976.0,DTXSID60871632,C8F16O1,6.13,6.13,16.0,415.9694,Ether,3.0,no,25.0,0.0,1.0,3.0,9.23,1.0,5.014,40.661,0.5882,0.0,0.0,0.0,1.0,0.0,544.8282,21.8819,4.7601,2.1554,0.33,0.03,3.0,,compound,
PFAS_134,PFAS,"3-((Perfluoroheptyl)sulfonylamino)-N,N,N-trimethyl-1-propanaminium iodide",67584-58-1,[I-].C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WVKDNXONEAFSNR-UHFFFAOYSA-M,,DTXSID60880567,C13H16F15IN2O2S,,,15.0,675.9738,Sulfonamide,8.0,no,34.0,1.0,2.0,11.0,46.17,1.0,1.3377,80.1759,0.1557,0.0,0.0,2.0,2.0,1.0,806.1011,35.7105,9.7827,5.7518,0.25,0.08,,,compound,
PFAS_135,PFAS,"Perfluoro(2-[5-methoxy-1,3-dioxolan-4-yloxy]acetic acid) (C6O4)",1190931-41-9,O=C(O)C(F)(F)OC1(F)OC(F)(F)OC1(F)OC(F)(F)F,CJAXBZSIMAURNW-UHFFFAOYSA-N,145865716.0,DTXSID60882627,C6HF9O6,,,9.0,339.9629,Carboxylic acid,4.0,yes,21.0,1.0,5.0,4.0,74.22,0.8333,2.0605,35.6028,0.7901,0.0,0.0,0.0,6.0,0.0,436.9343,17.7308,4.5866,3.6606,0.23,0.01,,,compound,
PFAS_136,PFAS,(Perfluoroethylene)-propylene copolymer,27029-05-6,CC=C.C(=C(F)F)(F)F,XIUFWXXRTPHHDQ-UHFFFAOYSA-N,19795055.0,DTXSID6094354,C5H6F4,,,4.0,142.0406,Alkene/Vinyl,,no,9.0,0.0,0.0,0.0,0.0,0.2,3.1833,27.329,0.3596,0.0,0.0,0.0,0.0,0.0,87.5256,11.0585,7.2,19.0125,0.31,,,,compound,
PFAS_137,PFAS,7-H-Perfluoroheptanoic acid,1546-95-8,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,JZHDEEOTEUVLHR-UHFFFAOYSA-N,15243.0,DTXSID70165670,C7H2F12O2,3.54,3.54,12.0,345.9863,Carboxylic acid,5.0,no,21.0,1.0,1.0,6.0,37.3,0.8571,3.5126,38.3748,0.7477,0.0,0.0,0.0,2.0,0.0,413.829,19.63,4.8285,2.3696,0.2,0.01,3.0,,compound,
PFAS_138,PFAS,N-Methyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide,24448-09-7,C(N([S](C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)C)CO,PLGACQRCZCVKGK-UHFFFAOYSA-N,90507.0,DTXSID7027831,C11H8F17N1O3S1,5.51,5.51,17.0,556.9953,Sulfonamide,2.0,no,33.0,1.0,3.0,10.0,57.61,1.0,4.2072,69.3196,0.4102,0.0,0.0,1.0,3.0,1.0,818.5547,31.68,8.1233,3.9748,0.41,0.02,3.0,,compound,
PFAS_139,PFAS,Perfluorohexanesulfonic acid (PFHxS),355-46-4,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QZHDEAJFRJCDMF-UHFFFAOYSA-N,67734.0,DTXSID7040150,C6H1F13O3S1,3.16,3.16,13.0,399.9439,Sulfonic acid/Sulfonate,7.0,no,23.0,1.0,2.0,5.0,54.37,1.0,3.5705,42.3386,0.5674,0.0,0.0,0.0,3.0,1.0,558.7492,22.0,4.997,2.6988,0.27,0.01,5.0,,compound,
PFAS_140,PFAS,Perflexane,355-42-0,FC(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F,ZJIJAJXFLBMLCK-UHFFFAOYSA-N,9639.0,DTXSID7046548,C6F14,4.83,4.83,14.0,337.9776,Perfluoroalkane,4.0,no,20.0,0.0,0.0,3.0,0.0,1.0,4.6522,31.898,0.6573,0.0,0.0,0.0,0.0,0.0,318.8409,19.02,4.2564,2.2542,0.53,0.04,2.0,,compound,
PFAS_141,PFAS,Perfluorohexyl iodide,355-43-1,FC(C(C(C(F)(F)I)(F)F)(F)F)(C(C(F)(F)F)(F)F)F,BULLJMKUVKYZDJ-UHFFFAOYSA-N,67733.0,DTXSID7047566,C6F13I1,5.65,5.65,13.0,445.8837,Iodinated,3.0,no,20.0,0.0,0.0,4.0,0.0,1.0,5.1177,44.81,0.32,0.0,0.0,0.0,0.0,0.0,324.0381,19.82,4.6578,2.5097,0.32,0.07,3.0,,compound,
PFAS_142,PFAS,Perfluoro(N-methylmorpholine),382-28-5,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,PQMAKJUXOOVROI-UHFFFAOYSA-N,67839.0,DTXSID7059933,C5F11N1O1,3.07,3.07,11.0,298.9804,Ether,4.0,yes,18.0,0.0,2.0,0.0,12.47,1.0,3.2096,28.767,0.5029,0.0,0.0,1.0,1.0,0.0,319.833,15.2083,3.3731,1.7914,0.35,0.03,2.0,,compound,
PFAS_143,PFAS,Perfluoromethylcyclopentane,1805-22-7,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,BCNXQFASJTYKDJ-UHFFFAOYSA-N,74546.0,DTXSID7061982,C6F12,4.26,4.26,12.0,299.9808,Cyclic,4.0,no,18.0,0.0,0.0,0.0,0.0,1.0,3.8118,29.682,0.5968,0.0,0.0,0.0,0.0,0.0,335.2542,15.2183,3.0043,1.0756,0.23,0.01,3.0,,compound,
